"","id","wls_cw_sysid","cw_code","cw_name","cw_source_name","cw_source_type","pod_number","cw_legislation","cw_date_created","cw_status","organization","organization_count","organization_type","water_system_name","cw_use","source_category","source_comments","water_treatment_type","water_treatment_location","connections_count","connected_cw_name","connected_cw_pod_number","natural_resource_district","health_authority","cw_assessment_ind","cw_assessment_url","water_qlty_obj_status","water_qlty_obj_overvw_rpt_url","water_qlty_obj_tech_rpt_url","water_qlty_obj_rpt_year","water_qlty_obj_type","organization_concerns","waterworks_damage","general_comments","feature_area_sqm","feature_length_m","objectid","se_anno_cad_data","watershed_area","og_watershed_area","prot_og_watershed_area","og_percentage","prot_percentage","at_risk_area","perc_at_risk"
"113","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f4d",137,"300.042","Norns Community Watershed","Norns Creek","CR","PD25282","Forest Practices Code",1995-06-15,"DESIGNATED","Robson-Raspberry Improvement District",1,"Waterworks",NA,"PRIMARY","SW","SW",NA,"NOT SPECIFIED",500,NA,NA,"Selkirk Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,"Improvement District operates a water system on the CW and there are 205 domestic licenses/users upstream of the water system.",202429213.8049,82095.8328,75865,NA,20242.9213804903,2031.45375570028,546.357397100227,10.04,2.7,1485.09635860006,7.34
"114","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f4c",138,"340.090","Mcdermid Community Watershed","McDermid Creek","CR","PD28436","Forest Practices Code",1995-06-15,"DESIGNATED","Krestova Improvement District",1,"Waterworks","Krestova Improvement District","PRIMARY","SW","SW","NONE","NO TREATMENT",70,NA,NA,"Selkirk Natural Resource District","Interior","Yes","http://a100.gov.bc.ca/pub/acat/public/viewReport.do?reportId=8587","Not completed by 2019",NA,NA,0,NA,"Bacteria","No",NA,7612086.8405,13332.3813,75866,NA,761.208684050113,82.1493163547503,0,10.79,0,82.1493163547503,10.79
"115","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f4b",139,"BOW.001","Byers Community Watershed","Byers Creek","GW","PD44745","Forest Practices Code",1995-06-15,"DESIGNATED - REVIEW","Island Municipality of Bowen Island",0,"None","Bluewater ","OTHER SOURCE","GW","GW","Disinfection","TREATMENT FACILITY",152,"Byers Creek, Eddie Creek","PD44763, PD44745","Chilliwack Natural Resource District","Vancouver Coastal","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,NA,314067.1327,2891.3718,75867,NA,31.4067132749966,0,0,0,0,0,0
"116","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f4a",140,"129.018","Peterson Community Watershed","Peterson Creek","CR","PD48612","Forest Practices Code",1995-06-15,"DESIGNATED","Peterson Creek Water Users Community",1,"Water Users' Community","Peterson Creek Water Users Community","PRIMARY","SW","SW -  a signficant amount of use is for irrigation","None","NO TREATMENT",20,NA,NA,"Thompson Rivers Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,"No",NA,82006657.3212,59466.9627,75868,NA,8200.66573211643,659.359870274425,240.28769769392,8.04,2.93,419.072172580505,5.11
"117","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f49",141,"349.010","Kimberley Community Watershed","Kimberley Creek","CR","PD23145","Forest Practices Code",1995-06-15,"DESIGNATED","Meadowbrook Waterworks District",1,"Waterworks",NA,"PRIMARY","SW","SW",NA,"NOT SPECIFIED",0,NA,NA,"Rocky Mountain Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,"No",NA,10194773.7331,19647.1093,75869,NA,1019.47737331171,67.4818977502591,14.8963226436425,6.62,1.46,52.5855751066165,5.16
"118","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f48",104,"129.009","Leonie Community Watershed","Leonie Creek","CR","PD48674","Forest Practices Code",1995-06-15,"DESIGNATED","District of Barriere",1,"Waterworks","Barriere","EMERGENCY BACKUP","GW","GW, CW SW supply is backup source","NA","NA",0,NA,NA,"Thompson Rivers Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,"Bacteria",NA,"Stream source not used due to water quality concerns. The well that is now used is located outside the community watershed. Leonie could be used as a back-up but not currently connected.",30104039.4355,25679.9704,75832,NA,3010.40394355011,205.691956838721,0,6.83,0,205.691956838721,6.83
"119","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f47",105,"100.045","Southbright Community Watershed","Southbright Brook","BR","PD41415","Forest Practices Code",1995-06-15,"DESIGNATED","Southbright Water Users Community",1,"Water Users' Community","Southbright Water User Community","PRIMARY","SW","SW - spring","Disinfection & filtration","POE/POU",19,NA,NA,"Chilliwack Natural Resource District","Fraser","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,"No",NA,41039.4418,795.8808,75833,NA,4.10394417500719,0,0,0,0,0,0
"120","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f46",106,"310.019","Farleigh Community Watershed","Farleigh Lake","LK","PD54877","Forest Practices Code",1996-11-01,"DESIGNATED","Penticton Indian Band, Farleigh Lake Water Users Community, People of the Pipe",3,"Multiple User Groups","Farleigh Lake Water Users Community (FLWUC)","PRIMARY","SW","SW","Various (POE/POU)","POE/POU",25,NA,NA,"Okanagan Shuswap Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,"Range use","No","There are 25 homes in the Farleigh lake area. Some draw directly out of the lake, some use a gravity fed pipe system to get the water to their homes, some use a seperate pipe system for irrigation.The Farleigh Lake Water users and the People of the Pipe both obtain water from Farleigh Lake, which is owned by the Penticton Indian band. Property owners have water rights on the lake for domestic and irrigation. The lake water is not potable. Each individual house has an independent treatment system. Several different types of treatment systems are used.",21540529.9059,25425.1275,75834,NA,2154.05299059427,222.217596777813,6.02040476780143,10.32,0.28,216.197192010011,10.04
"121","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f45",107,"340.119","Selous Community Watershed","Selous Creek","CR","PD27432","Forest Practices Code",1995-06-15,"DESIGNATED","City of Nelson",1,"Waterworks","City of Nelson Water System","PRIMARY","SW","SW","Disinfection & filtration","TREATMENT FACILITY",3900,"Anderson Creek, Bird Creek, Five Mile Creek, Selous Creek ","PD27524, PD28247, PD27761, PD27432","Selkirk Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,"Turbidity","No",NA,15196224.26,16844.6547,75835,NA,1519.62242599962,88,85,5.79,5.59,3,0.2
"122","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f44",108,"300.005","Bath Community Watershed","Bath Creek","GW","PD28630","Forest Practices Code",1995-06-15,"DESIGNATED - REVIEW","Beaver Falls Waterworks District",0,"None","Beaver Falls Waterworks District","OTHER SOURCE","GW",NA,"None","NA",189,NA,NA,"Selkirk Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,"No",NA,1510988.3724,5551.1713,75836,NA,151.098837243671,2.80585979768559,0,1.86,0,2.80585979768559,1.86
"123","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f43",109,"300.037","Madias Community Watershed","Madias Creek","GUI","PD24811","Forest Practices Code",1995-06-15,"DESIGNATED","Akisqnuk First Nation",1,"Waterworks",NA,"PRIMARY - GUDI in CW","GW (GUDI)","GW (GUDI)","Disinfection","WELL",120,"Madias, Sophy, Tatley","PD24770, PD24824, PD24811","Rocky Mountain Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,"Forestry, roads, water quantity",NA,"About 20 years ago when highway was built, there was a big decline in the amount of water that came through the creeks in the area, so the First Nations were forced to change over to groundwater (as there was not enough flow in the river). The Akisqnuk First Nation uses wells that may be GUDI wells and is considering bringing the Sophy/Tatley/Madias sources back online.",24345631.8186,22376.819,75837,NA,2434.56318185617,97,6,3.98,0.25,91,3.74
"124","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f42",110,"300.026","Halfway Community Watershed","Halfway Creek","CR","PD25645","Forest Practices Code",1995-06-15,"DESIGNATED","Village of Nakusp",1,"Waterworks","Village of Nakusp","PRIMARY","SW & GW","SW & GW","Disinfection x2 & filtration","TREATMENT FACILITY",886,"Brouse Creek, Halfway Creek","PD25647, PD25645","Selkirk Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,"No","The waters from Halfway Creek, Upper Brouse & Lower Brouse are received through the same intake, as they flow into one another.",4081391.5531,8961.2606,75838,NA,408.139155306409,153.790306878178,129.9840787094,37.68,31.85,23.8062281687784,5.83
"125","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f41",111,"340.130","South Rykert Community Watershed","South Rykert Creek","GUI","PD25718","Forest Practices Code",1995-06-15,"DESIGNATED","Rykert Irrigation District",1,"Waterworks","Rykerts Irrigation District","PRIMARY - GUDI in CW","GW (GUDI)","GW/SW (Underground springs - water does not reach the surface)","NONE","NO TREATMENT",20,NA,NA,"Selkirk Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,"Bacteria","No","The operator of this water system was sent an email from consultant asking to clarify the location of the intake. The operator was asked whether the intake was in the river/stream or in the ground. The following response was recieved: ""Our water is from underground springs which is diverted through pipe to our reservoir.""",71936.4183,1133.9613,75839,NA,7.19364182500616,0,0,0,0,0,0
"126","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f40",112,"100.051","Wells Community Watershed","Wells Creek","CR","PD41435","Forest Practices Code",1995-06-15,"DESIGNATED","Cultus Lake Park Board",1,"Waterworks",NA,"EMERGENCY BACKUP","GW","GW, SW for emergency backup","NA","NA",1000,NA,NA,"Chilliwack Natural Resource District","Fraser","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,NA,74865.2166,1123.1182,75840,NA,7.48652165625112,0,0,0,0,0,0
"127","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f3f",113,"100.049","Volkert Community Watershed","Volkert Creek","CR","PD41480","Forest Practices Code",1995-06-15,"DESIGNATED","Yarrow Waterworks District",1,"Waterworks","Yarrow Waterworks District","PRIMARY","SW & GW (GUDI)","Surface 75%, Wells 25%, , GUDI discussion ongoing, possibly","NONE","NO TREATMENT",800,"Knox Creek, Volkert Creek","PD41480, PD41483","Chilliwack Natural Resource District","Fraser","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,"Intake is on Volkert but they have a diversion on Knox to Volkert",907359.1229,5102.2238,75841,NA,90.7359122875072,0,0,0,0,0,0
"128","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f3e",114,"340.021","Camp Run Community Watershed","Camp Run Creek","CR","PD26068","Forest Practices Code",1995-06-15,"DESIGNATED","North Canyon Improvement District",1,"Waterworks",NA,"YES","SW","SW",NA,"NOT SPECIFIED",0,NA,NA,"Selkirk Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,NA,63874.7014,1315.6348,75842,NA,6.38747014375329,0,0,0,0,0,0
"129","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f3d",115,"340.025","Climax Community Watershed","Climax Creek","CR","PD27883","Forest Practices Code",1995-06-15,"DESIGNATED","Brandon Waterworks District",1,"Waterworks","Brandon Improvement District Water System","PRIMARY","SW & GW","SW & GW","Filtration","INTAKE, POU",23,NA,NA,"Selkirk Natural Resource District","Interior","Yes","http://a100.gov.bc.ca/pub/acat/public/viewReport.do?reportId=8531","Not completed by 2019",NA,NA,0,NA,"Forestry","No","The water supplier uses by surface water and groundwater, depending on availability. For three months of the year they use surface water, and the remainder of the year they use groundwater.  Interior Health is in discussions with community to get a new UV treatment facility installed.",2157911.8226,8050.818,75843,NA,215.791182262453,57.527957347992,0,26.66,0,57.527957347992,26.66
"130","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f3c",116,"340.067","Humphries Community Watershed","Humphries Creek","NA","PD62272","Forest Practices Code",1995-06-15,"DESIGNATED - REVIEW",NA,0,"None","NA","ABANDONED","ABANDONED","ABANDONED","NONE","NO TREATMENT",0,NA,NA,"Selkirk Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,"There is only one license on this POD, and it is refused.  No contact info.",7627266.1655,12806.9659,75844,NA,762.726616550325,90.533671374266,88.023288873707,11.87,11.54,2.510382500559,0.33
"131","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f3b",117,"100.061","Dicksam Community Watershed","Dicksam Brook","BR","PD47348","Forest Practices Code",1995-06-15,"DESIGNATED","Mountain View Water Users Community",1,"Water Users' Community",NA,"PRIMARY","SW","SW","Disinfection & filtration","INTAKE",70,"Dicksam Brook, Retasket Brook","PD47344, PD47348","Cascades Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,"Forestry",NA,NA,149648.4246,2015.3072,75845,NA,14.9648424624778,0,0,0,0,0,0
"132","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f3a",118,"310.023","Hope Community Watershed","Hope Creek","CR","PD59320","Forest Practices Code",1995-06-15,"DESIGNATED","Regional District of Central Okanagan",1,"Waterworks",NA,"EMERGENCY BACKUP","SW (other)","SW - Primary is Okanagan Lake, Hope Creek intake only maintained as an option.","Disinfection","INTAKE",284,NA,NA,"Okanagan Shuswap Natural Resource District","Interior","Yes","http://a100.gov.bc.ca/pub/acat/public/viewReport.do?reportId=8270","Not completed by 2019",NA,NA,0,NA,NA,NA,"Main water source is Okanagan intake. The community watershed is used as an emergency backup.",1531005.4812,6682.1771,75846,NA,153.100548118729,5.07583015186455,0,3.32,0,5.07583015186455,3.32
"133","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f39",119,"100.073","Nikaia Community Watershed","Nikaia Creek","CR","PD47880","Forest Practices Code",1995-06-15,"DESIGNATED","Lytton First Nation",1,"Waterworks",NA,"PRIMARY","SW","SW",NA,"NOT SPECIFIED",795,"Intlpam Creek, Nepuchin Creek, Nikaia Creek","PD48066, PD46928, PD47880","Cascades Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,"At the time of the interview, the community was using the CW as a drinking water supply source.",20631755.0344,27679.6961,75847,NA,2063.17550344403,79.8512173112936,45.2463348829389,3.87,2.19,34.6048824283548,1.68
"134","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f38",120,"100.068","Lytton Community Watershed","Lytton Creek","CR","PD46721","Forest Practices Code",1995-06-15,"DESIGNATED","Village of Lytton",1,"Waterworks","Lytton Creek Water System","PRIMARY","SW","SW","Disinfection & filtration","TREATMENT FACILITY",229,NA,NA,"Cascades Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,"Water quantity","No forest or range activity in watershed","The community is in the process of trying to get enough funding for a new water treatment facility (with better filtration and UV) as public health has been recommending this for a few years now.  The community relies almost exclusively on the surface water from Lytton Creek Community watershed, except in the hottest/driest times where they must use some water from a well to supplement flow.",9877965.6443,15166.6248,75848,NA,987.796564431101,8,4,0.81,0.4,4,0.4
"135","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f37",121,"100.109","Mckay Community Watershed","McKay Brook","BR","PD68760","Forest Practices Code",1995-06-15,"DESIGNATED - REVIEW",NA,0,"None",NA,"IRRIGATION","Unknown","Unknown",NA,"NOT SPECIFIED",0,NA,NA,"Chilliwack Natural Resource District","Fraser","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,"At time of review there were no current drinking water users on this POD (the one current license holder was using the water for irrigation).  There was a domestic upstream license to ""HOLEINTHEWALL RECREATIONS LTD"".",4991510.7311,10924.1609,75849,NA,499.151073106561,0,0,0,0,0,0
"136","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f36",122,"100.019","Gurney Community Watershed","Gurney Creek","CR","PD42826","Forest Practices Code",1995-06-15,"DESIGNATED","The Owners of Strata Plan NW 2374 ",1,"Waterworks",NA,"PRIMARY","SW","SW",NA,"NOT SPECIFIED",20,NA,NA,"Chilliwack Natural Resource District","Fraser","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,"This water system is at the northeast end of Pitt Lake. It is used by the Rainbow Falls cottage community (could use BC Online to obtain contact information for the strata). The community uses water from Gurney Creek to supply water to an active lakeside community of about 20 houses. There are no roads connecting this area. The only drinking water license on this creek is the one listed to the Strata Owners as shown. ",38476819.9988,28473.5036,75850,NA,3847.68199988383,791.308401085717,475.300665845721,20.57,12.35,316.007735239995,8.21
"137","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f35",123,"128.029","Toops Community Watershed","Toops Creek","CR","PD48232","Forest Practices Code",1995-06-15,"DESIGNATED","Adam's Lake Estates/Strata K133",1,"Waterworks",NA,"PRIMARY","SW","SW",NA,"NOT SPECIFIED",0,NA,NA,"Thompson Rivers Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,"Information on this system provided by EHOs at the Interior Health Authority",33113.6044,949.2409,75851,NA,3.31136044374406,0,0,0,0,0,0
"138","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f34",124,"100.015","Elk Community Watershed","Elk Creek","CR","PD42071","Forest Practices Code",1995-06-15,"DESIGNATED","City of Chilliwack",1,"Waterworks",NA,"EMERGENCY BACKUP","GW","GW - primary, SW - emergency use","Disinfection","WELL",19000,NA,NA,"Chilliwack Natural Resource District","Fraser","Yes","http://a100.gov.bc.ca/pub/acat/public/viewReport.do?reportId=8710","Not completed by 2019",NA,NA,0,NA,"Forestry",NA,NA,11797132.7921,15117.587,75852,NA,1179.71327921228,385.407666733107,380.356276375494,32.67,32.24,5.05139035761312,0.43
"139","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f33",125,"310.038","Meighan Community Watershed","Meighan Creek","CR","PD61664","Forest Practices Code",1995-06-15,"DESIGNATED","Meighan Creek Water Users Community",1,"Water Users' Community",NA,"PRIMARY","SW","SW","None","NO TREATMENT",17,NA,NA,"Okanagan Shuswap Natural Resource District","Interior","Yes","http://a100.gov.bc.ca/pub/acat/public/viewReport.do?reportId=9148","Not completed by 2019",NA,NA,0,NA,NA,NA,NA,3894652.9539,9798.7213,75853,NA,389.465295393544,24.9988350445032,0,6.42,0,24.9988350445032,6.42
